;NO;FR;ES;CH;SE;DE;AT;IT;BG;HR;PT;RO;CZ;HU;BA;RS;SI;FI;PL;SK;MK;ME
2015-01-01 21:00:00;16733.943597;2114.713074;3094.556732;971.120862;9775.883954;3066.491304;290.754869;655.096837;421.113057;874.791562;293.867584;538.860673;237.817102;27.942125;423.984987;62.364216;462.211708;2693.910281;399.955743;392.446278;125.468409;141.518090
2015-01-01 22:00:00;16733.943597;2114.713074;3094.556732;971.120862;9775.883954;3066.491304;290.754869;655.096837;421.113057;874.791562;293.867584;538.860673;237.817102;27.942125;423.984987;62.364216;462.211708;2693.910281;399.955743;392.446278;125.468409;141.518090
2015-01-01 23:00:00;16733.943597;2114.713074;3094.556732;971.120862;9775.883954;3066.491304;290.754869;655.096837;421.113057;874.791562;293.867584;538.860673;237.817102;27.942125;423.984987;62.364216;462.211708;2693.910281;399.955743;392.446278;125.468409;141.518090
2015-01-02 00:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 01:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 02:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 03:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 04:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 05:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 06:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 07:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 08:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 09:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 10:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 11:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 12:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 13:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 14:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 15:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 16:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 17:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 18:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 19:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 20:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 21:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 22:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-02 23:00:00;15727.580879;2128.920985;3150.274987;1080.506605;9635.450602;2673.925615;283.729111;693.060259;442.876369;813.492858;310.418520;560.770729;229.436858;28.969005;410.875187;64.003338;451.153470;2729.825051;432.948063;406.781924;124.005064;131.729165
2015-01-03 00:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 01:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 02:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 03:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 04:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 05:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 06:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 07:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 08:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 09:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 10:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 11:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 12:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 13:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 14:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 15:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 16:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 17:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 18:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 19:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 20:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 21:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 22:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-03 23:00:00;15913.213493;1919.018428;3021.765079;975.910600;9452.736598;2545.969780;283.580803;582.086659;451.448121;713.784544;302.793550;550.484344;225.401556;28.461922;370.978806;63.953187;435.868955;2711.230397;387.160047;411.803653;131.941138;123.852749
2015-01-04 00:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 01:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 02:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 03:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 04:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 05:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 06:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 07:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 08:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 09:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 10:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 11:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 12:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 13:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 14:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 15:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 16:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 17:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 18:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 19:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 20:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 21:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 22:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-04 23:00:00;16724.864035;2018.947167;3045.211922;1029.546623;9312.396392;3008.795026;290.725754;583.721358;427.029236;659.754352;304.084771;545.422067;234.794402;29.221521;366.854383;60.908988;498.776430;2705.066342;362.253947;403.336554;111.537273;112.176918
2015-01-05 00:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 01:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 02:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 03:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 04:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 05:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 06:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 07:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 08:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 09:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
2015-01-05 10:00:00;15703.973604;2114.682334;3217.816384;1113.938102;9302.327397;3017.020184;294.615181;581.146686;394.597080;650.395991;324.518458;541.514307;238.481340;30.401131;387.469087;65.125844;490.883744;2701.509885;425.547245;413.171958;116.202491;120.186082
