,2015,2020,2025,2030,2035,2040,2045,2050,0
AL,1798,2309.6666666666665,2309.6666666666665,2309.6666666666665,2309.6666666666665,2309.6666666666665,2309.6666666666665,2309.6666666666665,
AT,8456.265,8680.766666666668,8680.766666666668,8680.766666666668,8680.766666666668,8680.766666666668,8680.766666666668,8680.766666666668,
BA,,3026.0,3026.0,3026.0,3026.0,3026.0,3026.0,3026.0,
BE,112,104.5,104.5,104.5,104.5,104.5,104.5,104.5,
BG,2206,2472.6666666666665,2472.6666666666665,2472.6666666666665,2472.6666666666665,2472.6666666666665,2472.6666666666665,2472.6666666666665,
CH,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CY,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CZ,1088,1095.5316666666668,1095.5316666666668,1095.5316666666668,1095.5316666666668,1095.5316666666668,1095.5316666666668,1095.5316666666668,
DE,4433,4471.333333333333,4471.333333333333,4471.333333333333,4471.333333333333,4471.333333333333,4471.333333333333,4471.333333333333,
DK,6.878,10.793000000000001,10.793000000000001,10.793000000000001,10.793000000000001,10.793000000000001,10.793000000000001,10.793000000000001,
EE,6,8.166666666666666,8.166666666666666,8.166666666666666,8.166666666666666,8.166666666666666,8.166666666666666,8.166666666666666,
ES,14086,14030.286666666667,14030.286666666667,14030.286666666667,14030.286666666667,14030.286666666667,14030.286666666667,14030.286666666667,
FI,3249,3311.5533333333337,3311.5533333333337,3311.5533333333337,3311.5533333333337,3311.5533333333337,3311.5533333333337,3311.5533333333337,
FR,18415.539,19150.19233333333,19150.19233333333,19150.19233333333,19150.19233333333,19150.19233333333,19150.19233333333,19150.19233333333,
GB,1776.974,1945.9156666666665,1945.9156666666665,1945.9156666666665,1945.9156666666665,1945.9156666666665,1945.9156666666665,1945.9156666666665,
GR,2693,2721.3333333333335,2721.3333333333335,2721.3333333333335,2721.3333333333335,2721.3333333333335,2721.3333333333335,2721.3333333333335,
HR,1913.8,1930.9666666666665,1930.9666666666665,1930.9666666666665,1930.9666666666665,1930.9666666666665,1930.9666666666665,1930.9666666666665,
HU,57,57.0,57.0,57.0,57.0,57.0,57.0,57.0,
IE,237,237.0,237.0,237.0,237.0,237.0,237.0,237.0,
IS,1987,2173.203333333334,2173.203333333334,2173.203333333334,2173.203333333334,2173.203333333334,2173.203333333334,2173.203333333334,
IT,14628,15550.675,15550.675,15550.675,15550.675,15550.675,15550.675,15550.675,
LT,117,117.0,117.0,117.0,117.0,117.0,117.0,117.0,
LU,34.266,34.611,34.611,34.611,34.611,34.611,34.611,34.611,
LV,1587.694,1549.8456666666666,1549.8456666666666,1549.8456666666666,1549.8456666666666,1549.8456666666666,1549.8456666666666,1549.8456666666666,
ME,651,653.3,653.3,653.3,653.3,653.3,653.3,653.3,
MK,658,684.9366666666667,684.9366666666667,684.9366666666667,684.9366666666667,684.9366666666667,684.9366666666667,684.9366666666667,
MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NL,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,
NO,29939,31907.333333333332,31907.333333333332,31907.333333333332,31907.333333333332,31907.333333333332,31907.333333333332,31907.333333333332,
PL,588,594.3633333333333,594.3633333333333,594.3633333333333,594.3633333333333,594.3633333333333,594.3633333333333,594.3633333333333,
PT,4446,4488.388333333333,4488.388333333333,4488.388333333333,4488.388333333333,4488.388333333333,4488.388333333333,4488.388333333333,
RO,6359,6329.898333333333,6329.898333333333,6329.898333333333,6329.898333333333,6329.898333333333,6329.898333333333,6329.898333333333,
RS,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
SE,16230,16400.0,16400.0,16400.0,16400.0,16400.0,16400.0,16400.0,
SI,1115,1195.7083333333333,1195.7083333333333,1195.7083333333333,1195.7083333333333,1195.7083333333333,1195.7083333333333,1195.7083333333333,
SK,1606,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,1616.0,
TR,25868,29906.986666666668,29906.986666666668,29906.986666666668,29906.986666666668,29906.986666666668,29906.986666666668,29906.986666666668,
total,166385.41600000003,178802.92266666662,178802.92266666662,178802.92266666662,178802.92266666662,178802.92266666662,178802.92266666662,178802.92266666662,
EU28,105484.416,108141.49600000001,108141.49600000001,108141.49600000001,108141.49600000001,108141.49600000001,108141.49600000001,108141.49600000001,
